"","veh_value","exposure","clm","numclaims","claimcst0","veh_body","veh_age","gender","area","agecat","X_OBSTAT_"
"47865",0.29,0.2272416153,"0",0,0,"SEDAN",4,"M","A","5","01101    0    0    0"
"25210",0.82,0.8843258042,"0",0,0,"HBACK",4,"F","E","4","01101    0    0    0"
"43246",1.22,0.8596851472,"0",0,0,"UTE",4,"M","D","2","01101    0    0    0"
"36855",0.82,0.4654346338,"0",0,0,"SEDAN",4,"F","A","6","01101    0    0    0"
"3782",0.66,0.2902121834,"0",0,0,"SEDAN",4,"F","A","2","01101    0    0    0"
"50016",1.2,0.1998631075,"0",0,0,"SEDAN",3,"M","A","2","01101    0    0    0"
"59805",3.83,0.2600958248,"0",0,0,"UTE",1,"M","D","4","01101    0    0    0"
"67485",1.19,0.0739219713,"0",0,0,"HBACK",2,"F","B","2","01101    0    0    0"
"66008",1.64,0.1587953457,"0",0,0,"SEDAN",3,"M","E","4","01101    0    0    0"
"62703",0.75,0.2217659138,"0",0,0,"SEDAN",4,"F","D","1","01101    0    0    0"
"33633",3.92,0.7063655031,"0",0,0,"STNWG",2,"M","C","5","01101    0    0    0"
"52143",3.32,0.2162902122,"0",0,0,"STNWG",2,"M","A","5","01101    0    0    0"
"64954",1.33,0.0793976728,"0",0,0,"HBACK",3,"F","C","2","01101    0    0    0"
"4528",0.55,0.4982888433,"0",0,0,"SEDAN",3,"M","C","6","01101    0    0    0"
"17298",4.38,0.3504449008,"0",0,0,"STNWG",2,"M","B","5","01101    0    0    0"
"2306",1.5,0.6078028747,"0",0,0,"HBACK",3,"F","A","5","01101    0    0    0"
"38527",2.73,0.1478439425,"0",0,0,"UTE",3,"M","C","1","01101    0    0    0"
"5132",1.9,0.3887748118,"0",0,0,"STNWG",4,"F","A","4","01101    0    0    0"
"63304",0.93,0.9281314168,"0",0,0,"HBACK",3,"F","C","4","01101    0    0    0"
"52134",1.33,0.7830253251,"0",0,0,"STNWG",4,"M","C","5","01101    0    0    0"
"49529",1,0.295687885,"0",0,0,"UTE",4,"M","F","3","01101    0    0    0"
"16131",1.37,0.462696783,"0",0,0,"HBACK",1,"F","A","2","01101    0    0    0"
"50346",1.15,0.8788501027,"0",0,0,"SEDAN",3,"F","C","5","01101    0    0    0"
"52354",0.87,0.6105407255,"0",0,0,"HBACK",3,"F","B","3","01101    0    0    0"
"30093",2.83,0.3449691992,"0",0,0,"STNWG",2,"F","D","2","01101    0    0    0"
"51961",2.98,0.6187542779,"0",0,0,"STNWG",3,"M","C","4","01101    0    0    0"
"27207",1.93,0.372347707,"0",0,0,"HBACK",2,"M","E","5","01101    0    0    0"
"54753",3.06,0.6735112936,"0",0,0,"STNWG",2,"M","D","4","01101    0    0    0"
"12416",2.69,0.5694729637,"0",0,0,"STNWG",2,"M","A","4","01101    0    0    0"
"34632",1.43,0.1834360027,"0",0,0,"HBACK",2,"F","C","1","01101    0    0    0"
"18819",0.53,0.5448323066,"0",0,0,"HBACK",4,"F","A","6","01101    0    0    0"
"59069",1.63,0.9555099247,"0",0,0,"STNWG",3,"F","A","3","01101    0    0    0"
"26637",1.36,0.1478439425,"0",0,0,"HBACK",1,"M","A","3","01101    0    0    0"
"67341",0.95,0.7255304586,"0",0,0,"HBACK",3,"F","B","4","01101    0    0    0"
"31523",2.69,0.5284052019,"0",0,0,"STNWG",2,"M","A","5","01101    0    0    0"
"53827",0.74,0.1451060917,"0",0,0,"SEDAN",4,"F","D","5","01101    0    0    0"
"41141",2.47,0.6461327858,"0",0,0,"STNWG",2,"M","C","3","01101    0    0    0"
"14404",2.6,0.0985626283,"0",0,0,"SEDAN",1,"F","E","4","01101    0    0    0"
"34551",3.24,0.5119780972,"0",0,0,"STNWG",2,"M","A","3","01101    0    0    0"
"19341",0.46,0.5366187543,"0",0,0,"PANVN",4,"M","A","6","01101    0    0    0"
"13798",1.45,0.2683093771,"0",0,0,"SEDAN",2,"F","C","1","01101    0    0    0"
"1988",1.31,0.3394934976,"0",0,0,"SEDAN",3,"F","D","5","01101    0    0    0"
"17171",1.26,0.2436687201,"0",0,0,"UTE",4,"F","D","2","01101    0    0    0"
"37981",1.48,0.3641341547,"0",0,0,"UTE",4,"M","C","2","01101    0    0    0"
"3844",1.12,0.1423682409,"0",0,0,"SEDAN",3,"F","C","6","01101    0    0    0"
"51815",1.12,0.0246406571,"0",0,0,"SEDAN",3,"F","B","3","01101    0    0    0"
"64504",1.55,0.6351813826,"0",0,0,"SEDAN",2,"F","A","6","01101    0    0    0"
"20636",0.86,0.295687885,"0",0,0,"SEDAN",4,"M","C","3","01101    0    0    0"
"35648",0.71,0.4134154689,"0",0,0,"SEDAN",4,"F","D","3","01101    0    0    0"
"45651",0.53,0.4216290212,"0",0,0,"HBACK",4,"F","A","3","01101    0    0    0"
"61236",2.01,0.9719370294,"0",0,0,"STNWG",3,"M","A","2","01101    0    0    0"
"39245",1.58,0.5284052019,"0",0,0,"HBACK",2,"F","C","2","01101    0    0    0"
"41546",1.68,0.2518822724,"0",0,0,"STNWG",2,"M","A","6","01101    0    0    0"
"50657",1.81,0.7775496235,"0",0,0,"SEDAN",2,"M","A","6","01101    0    0    0"
"3242",0.34,0.3969883641,"0",0,0,"HBACK",4,"F","E","6","01101    0    0    0"
"32028",2.49,0.0054757016,"0",0,0,"SEDAN",1,"F","B","5","01101    0    0    0"
"16915",1.32,0.1779603012,"0",0,0,"SEDAN",3,"M","B","3","01101    0    0    0"
"28659",1.82,0.59137577,"0",0,0,"HBACK",2,"M","C","3","01101    0    0    0"
"25648",2.32,0.3175906913,"0",0,0,"SEDAN",1,"M","B","5","01101    0    0    0"
"10005",1.43,0.8049281314,"0",0,0,"TRUCK",4,"M","E","3","01101    0    0    0"
"46735",0.41,0.090349076,"0",0,0,"SEDAN",4,"F","A","4","01101    0    0    0"
"16894",2.6,0.1368925394,"0",0,0,"SEDAN",1,"M","A","6","01101    0    0    0"
"5650",0.85,0.8925393566,"0",0,0,"SEDAN",4,"M","A","2","01101    0    0    0"
"59340",1.54,0.6570841889,"0",0,0,"HDTOP",4,"M","C","2","01101    0    0    0"
"22052",0.56,0.8432580424,"0",0,0,"SEDAN",4,"F","A","2","01101    0    0    0"
"30018",0.48,0.3449691992,"0",0,0,"HBACK",4,"F","D","4","01101    0    0    0"
"31057",3.83,0.076659822,"0",0,0,"UTE",1,"M","D","1","01101    0    0    0"
"41554",1.61,0.257357974,"0",0,0,"SEDAN",3,"M","A","5","01101    0    0    0"
"63525",4.14,0.3367556468,"0",0,0,"STNWG",2,"M","A","5","01101    0    0    0"
"42256",2.37,0.9993155373,"0",0,0,"HBACK",3,"F","D","4","01101    0    0    0"
"39882",2.87,0.6762491444,"0",0,0,"STNWG",2,"M","C","3","01101    0    0    0"
"11138",1.15,0.7912388775,"0",0,0,"HBACK",3,"F","C","5","01101    0    0    0"
"25843",1.78,0.7310061602,"0",0,0,"STNWG",2,"M","C","3","01101    0    0    0"
"6424",1.73,0.0739219713,"0",0,0,"SEDAN",2,"M","D","4","01101    0    0    0"
"67425",2.45,0.2327173169,"0",0,0,"SEDAN",1,"M","E","6","01101    0    0    0"
"57554",1.28,0.7912388775,"0",0,0,"SEDAN",3,"F","B","6","01101    0    0    0"
"34690",1,0.2299794661,"0",0,0,"SEDAN",3,"F","E","5","01101    0    0    0"
"28587",0.71,0.4982888433,"0",0,0,"SEDAN",4,"M","C","6","01101    0    0    0"
"66983",0.78,0.7446954141,"0",0,0,"SEDAN",4,"M","A","4","01101    0    0    0"
"59733",3.57,0.7008898015,"0",0,0,"STNWG",3,"F","B","3","01101    0    0    0"
"46725",0.89,0.2381930185,"0",0,0,"HBACK",3,"F","A","4","01101    0    0    0"
"36848",1.06,0.4709103354,"0",0,0,"SEDAN",3,"F","C","6","01101    0    0    0"
"18685",1.58,0.2518822724,"0",0,0,"STNWG",4,"M","B","1","01101    0    0    0"
"27472",0.71,0.8815879535,"0",0,0,"SEDAN",4,"M","D","2","01101    0    0    0"
"21489",2.97,0.2217659138,"0",0,0,"STNWG",2,"F","A","5","01101    0    0    0"
"61206",1.28,0.1752224504,"0",0,0,"SEDAN",3,"M","B","2","01101    0    0    0"
"2673",0.8,0.5065023956,"0",0,0,"HBACK",4,"F","B","3","01101    0    0    0"
"51378",0.3,0.9828884326,"0",0,0,"SEDAN",4,"F","A","1","01101    0    0    0"
"41366",0.83,0.128678987,"0",0,0,"HBACK",3,"F","C","4","01101    0    0    0"
"44862",2.36,0.4325804244,"0",0,0,"STNWG",3,"F","E","3","01101    0    0    0"
"46209",1.07,0.2847364819,"0",0,0,"HBACK",3,"F","C","2","01101    0    0    0"
"27334",1.91,0.5065023956,"0",0,0,"SEDAN",2,"F","E","5","01101    0    0    0"
"9491",0.98,0.5831622177,"0",0,0,"TRUCK",3,"M","E","1","01101    0    0    0"
"36908",4,0.681724846,"0",0,0,"STNWG",3,"M","B","3","01101    0    0    0"
"62059",1.73,0.0821355236,"0",0,0,"SEDAN",1,"F","B","2","01101    0    0    0"
"60144",4.349,0.1861738535,"0",0,0,"UTE",1,"M","D","4","01101    0    0    0"
"43391",1.2,0.9993155373,"0",0,0,"HDTOP",4,"F","C","2","01101    0    0    0"
"51057",1.63,0.6981519507,"0",0,0,"HBACK",4,"M","B","5","01101    0    0    0"
"64621",2.79,0.7885010267,"0",0,0,"SEDAN",1,"F","E","3","01101    0    0    0"
"21764",0.37,0.334017796,"0",0,0,"HBACK",4,"M","A","5","01101    0    0    0"
"9105",1.54,0.0410677618,"0",0,0,"SEDAN",2,"F","D","2","01101    0    0    0"
"34360",1.28,0.3203285421,"0",0,0,"HBACK",1,"F","D","2","01101    0    0    0"
"35503",1.39,0.372347707,"0",0,0,"HBACK",1,"M","B","2","01101    0    0    0"
"48894",4.08,0.1259411362,"0",0,0,"STNWG",2,"M","E","3","01101    0    0    0"
"60099",4.06,0.6598220397,"0",0,0,"STNWG",2,"M","D","3","01101    0    0    0"
"2191",1.82,0.2299794661,"0",0,0,"STNWG",4,"M","B","2","01101    0    0    0"
"6337",2.03,0.9911019849,"0",0,0,"SEDAN",2,"F","A","5","01101    0    0    0"
"55530",3.1,0.1067761807,"0",0,0,"PANVN",1,"M","A","2","01101    0    0    0"
"20689",1.51,0.1752224504,"0",0,0,"STNWG",4,"F","A","3","01101    0    0    0"
"20477",1.41,0.9993155373,"0",0,0,"SEDAN",2,"F","C","6","01101    0    0    0"
"46632",0.92,0.2381930185,"0",0,0,"HBACK",4,"F","A","5","01101    0    0    0"
"67266",1.88,0.5366187543,"0",0,0,"SEDAN",3,"F","C","2","01101    0    0    0"
"46471",1.64,0.7611225188,"0",0,0,"HBACK",2,"F","A","3","01101    0    0    0"
"43623",1.21,0.9801505818,"0",0,0,"HBACK",3,"M","E","6","01101    0    0    0"
"25088",1.79,0.8049281314,"0",0,0,"STNWG",2,"M","C","3","01101    0    0    0"
"54634",2.05,0.1095140315,"0",0,0,"STNWG",3,"F","B","2","01101    0    0    0"
"23588",0.68,0.4791238877,"0",0,0,"HBACK",4,"F","C","5","01101    0    0    0"
"16526",0.66,0.1396303901,"0",0,0,"SEDAN",4,"F","A","1","01101    0    0    0"
"66034",0.38,0.4134154689,"0",0,0,"SEDAN",4,"M","B","4","01101    0    0    0"
"20885",1.88,0.4407939767,"0",0,0,"STNWG",3,"F","C","2","01101    0    0    0"
"64221",1.3,0.3750855578,"0",0,0,"STNWG",4,"M","D","3","01101    0    0    0"
"17236",1.14,0.3504449008,"0",0,0,"SEDAN",3,"F","C","5","01101    0    0    0"
"22181",1.91,0.3559206023,"0",0,0,"HDTOP",4,"M","A","2","01101    0    0    0"
"49584",1.85,0.7036276523,"0",0,0,"SEDAN",4,"F","A","4","01101    0    0    0"
"54565",3.12,0.2026009582,"0",0,0,"STNWG",3,"M","C","3","01101    0    0    0"
"19805",1.95,0.9226557153,"0",0,0,"STNWG",4,"M","A","3","01101    0    0    0"
"16975",1.66,0.8432580424,"0",0,0,"SEDAN",2,"F","C","3","01101    0    0    0"
"46427",2.96,0.9664613279,"0",0,0,"SEDAN",1,"F","C","5","01101    0    0    0"
"14776",0.75,0.4681724846,"0",0,0,"SEDAN",4,"M","C","2","01101    0    0    0"
"66677",1.26,0.0684462697,"0",0,0,"HBACK",2,"M","A","5","01101    0    0    0"
"63172",1.69,0.8706365503,"0",0,0,"SEDAN",2,"M","C","3","01101    0    0    0"
"40430",1.18,0.0109514031,"0",0,0,"SEDAN",3,"F","A","3","01101    0    0    0"
"2698",3,0.9144421629,"0",0,0,"STNWG",3,"F","A","2","01101    0    0    0"
"37363",1.3,0.6954140999,"0",0,0,"HBACK",1,"M","C","3","01101    0    0    0"
"9916",0.59,0.1943874059,"0",0,0,"SEDAN",4,"F","C","3","01101    0    0    0"
"13994",1.39,0.4380561259,"0",0,0,"STNWG",3,"F","B","3","01101    0    0    0"
"28230",0.84,0.5886379192,"0",0,0,"SEDAN",4,"M","A","2","01101    0    0    0"
"38369",0.77,0.6680355921,"0",0,0,"HBACK",4,"F","A","2","01101    0    0    0"
"35125",1.74,0.5065023956,"0",0,0,"HBACK",1,"M","B","4","01101    0    0    0"
"30320",1,0.4955509925,"0",0,0,"SEDAN",3,"M","D","5","01101    0    0    0"
"64006",2.51,0.5557837098,"0",0,0,"HDTOP",1,"M","F","4","01101    0    0    0"
"31509",1.01,0.1533196441,"0",0,0,"SEDAN",4,"M","B","2","01101    0    0    0"
"53291",1.98,0.6926762491,"0",0,0,"HBACK",1,"F","C","2","01101    0    0    0"
"62794",0.37,0.2080766598,"0",0,0,"HBACK",4,"M","A","3","01101    0    0    0"
"9845",1.77,0.5776865161,"0",0,0,"HBACK",2,"M","C","6","01101    0    0    0"
"51798",0.71,0.3175906913,"0",0,0,"TRUCK",4,"M","C","3","01101    0    0    0"
"780",2.099,0.9993155373,"0",0,0,"HBACK",1,"M","C","4","01101    0    0    0"
"48349",2.34,0.1587953457,"0",0,0,"STNWG",2,"M","D","3","01101    0    0    0"
"29919",2.04,0.7446954141,"0",0,0,"STNWG",3,"M","F","4","01101    0    0    0"
"32503",1.02,0.5174537988,"0",0,0,"HBACK",3,"M","B","3","01101    0    0    0"
"13866",0.95,0.5667351129,"0",0,0,"SEDAN",4,"M","C","3","01101    0    0    0"
"52558",2.92,0.9938398357,"0",0,0,"MIBUS",3,"F","C","3","01101    0    0    0"
"39639",0.41,0.3969883641,"0",0,0,"HBACK",4,"F","A","3","01101    0    0    0"
"47881",0.35,0.2272416153,"0",0,0,"SEDAN",4,"M","C","6","01101    0    0    0"
"29102",1.24,0.1889117043,"0",0,0,"HBACK",3,"M","C","4","01101    0    0    0"
"56941",1.29,0.0246406571,"0",0,0,"SEDAN",3,"M","B","1","01101    0    0    0"
"10171",1.3,0.0328542094,"0",0,0,"HBACK",3,"F","A","4","01101    0    0    0"
"34191",4.53,0.7775496235,"0",0,0,"STNWG",2,"F","F","4","01101    0    0    0"
"28626",1.49,0.3531827515,"0",0,0,"STNWG",4,"M","C","1","01101    0    0    0"
"15317",1.44,0.3559206023,"0",0,0,"SEDAN",2,"M","A","5","01101    0    0    0"
"43100",1.78,0.1013004791,"0",0,0,"PANVN",3,"M","C","2","01101    0    0    0"
"37436",1.33,0.2464065708,"0",0,0,"HBACK",2,"F","C","1","01101    0    0    0"
"50289",0.81,0.0191649555,"0",0,0,"HBACK",4,"M","B","2","01101    0    0    0"
"52314",6.13,0.2984257358,"0",0,0,"CONVT",3,"M","A","5","01101    0    0    0"
"30591",1.1,0.8678986995,"0",0,0,"HBACK",2,"F","B","1","01101    0    0    0"
"19795",0.82,0.8295687885,"0",0,0,"HBACK",4,"M","C","5","01101    0    0    0"
"2273",1.22,0.7967145791,"0",0,0,"HBACK",3,"F","B","2","01101    0    0    0"
"5343",2.9,0.6187542779,"0",0,0,"SEDAN",1,"F","D","5","01101    0    0    0"
"37939",2.21,0.6351813826,"0",0,0,"SEDAN",1,"M","C","4","01101    0    0    0"
"27218",1.57,0.1806981519,"0",0,0,"SEDAN",2,"F","A","3","01101    0    0    0"
"191",0.35,0.6160164271,"0",0,0,"SEDAN",4,"M","E","5","01101    0    0    0"
"779",1.73,0.9062286105,"0",0,0,"HBACK",2,"F","C","5","01101    0    0    0"
"11620",2.52,0.4982888433,"0",0,0,"SEDAN",1,"F","D","4","01101    0    0    0"
"51349",1.92,0.9828884326,"0",0,0,"SEDAN",2,"F","C","5","01101    0    0    0"
"30544",1.21,0.0793976728,"0",0,0,"HBACK",2,"M","D","4","01101    0    0    0"
"41575",1,0.257357974,"0",0,0,"HBACK",4,"F","B","3","01101    0    0    0"
"13552",0.83,0.2409308693,"0",0,0,"HBACK",4,"F","C","2","01101    0    0    0"
"51270",1.06,0.0136892539,"0",0,0,"HBACK",4,"M","A","3","01101    0    0    0"
"61436",1.07,0.8815879535,"0",0,0,"SEDAN",4,"F","A","1","01101    0    0    0"
"63027",1.36,0.3394934976,"0",0,0,"SEDAN",3,"F","B","5","01101    0    0    0"
"39801",0.53,0.6598220397,"0",0,0,"HBACK",4,"M","C","1","01101    0    0    0"
"147",1.33,0.2245037645,"0",0,0,"HBACK",3,"F","A","6","01101    0    0    0"
"16832",1.96,0.0191649555,"0",0,0,"HBACK",1,"M","C","4","01101    0    0    0"
"55776",0.69,0.9609856263,"0",0,0,"HBACK",4,"F","C","3","01101    0    0    0"
"51981",1.01,0.1642710472,"0",0,0,"MIBUS",4,"M","B","2","01101    0    0    0"
"52459",2.41,0.0164271047,"0",0,0,"STNWG",3,"M","B","3","01101    0    0    0"
"37254",0.66,0.462696783,"0",0,0,"SEDAN",4,"F","E","6","01101    0    0    0"
"24067",2.7,0.810403833,"0",0,0,"STNWG",3,"M","C","4","01101    0    0    0"
"41490",1.13,0.3778234086,"0",0,0,"SEDAN",3,"M","B","2","01101    0    0    0"
"37596",1.38,0.7227926078,"0",0,0,"UTE",3,"M","B","4","01101    0    0    0"
"41166",5.25,0.1177275838,"0",0,0,"SEDAN",1,"F","A","4","01101    0    0    0"
"51268",1.73,0.0711841205,"0",0,0,"SEDAN",1,"F","B","5","01101    0    0    0"
"58675",3.83,0.7310061602,"0",0,0,"STNWG",2,"F","A","2","01101    0    0    0"
"20090",4.35,0.4407939767,"0",0,0,"STNWG",1,"M","C","5","01101    0    0    0"
"44820",1.89,0.5667351129,"0",0,0,"STNWG",2,"F","A","5","01101    0    0    0"
"24758",1.41,0.8076659822,"0",0,0,"HDTOP",3,"M","C","5","01101    0    0    0"
"59711",3.04,0.2600958248,"0",0,0,"TRUCK",1,"M","D","3","01101    0    0    0"
"31673",0.47,0.7830253251,"0",0,0,"HBACK",4,"F","C","3","01101    0    0    0"
"15559",1.16,0.6242299795,"0",0,0,"SEDAN",3,"F","C","5","01101    0    0    0"
"43715",0.8,0.9691991786,"0",0,0,"HBACK",3,"F","B","4","01101    0    0    0"
"24026",2.65,0.1943874059,"0",0,0,"UTE",3,"M","B","3","01101    0    0    0"
"47582",4.82,0.1998631075,"0",0,0,"STNWG",1,"F","D","4","01101    0    0    0"
"17246",2.31,0.1642710472,"0",0,0,"STNWG",2,"F","D","2","01101    0    0    0"
"52040",0.72,0.2135523614,"0",0,0,"HBACK",4,"M","A","6","01101    0    0    0"
"67773",8.59,0.3559206023,"0",0,0,"SEDAN",2,"M","B","4","01101    0    0    0"
"9461",3.61,0.2628336756,"0",0,0,"STNWG",2,"F","A","2","01101    0    0    0"
"55",1.05,0.9062286105,"0",0,0,"HBACK",2,"F","F","3","01101    0    0    0"
"43382",1.25,0.0438056126,"0",0,0,"STNWG",4,"M","D","2","01101    0    0    0"
"9419",2.83,0.5612594114,"0",0,0,"STNWG",2,"F","B","2","01101    0    0    0"
"11539",1.57,0.1971252567,"0",0,0,"SEDAN",2,"F","C","2","01101    0    0    0"
"26819",1.15,0.772073922,"0",0,0,"STNWG",3,"M","A","4","01101    0    0    0"
"42906",2.74,0.0109514031,"0",0,0,"SEDAN",4,"M","C","3","01101    0    0    0"
"15929",1.8,0.4271047228,"0",0,0,"HBACK",2,"F","D","5","01101    0    0    0"
"8998",1.62,0.4216290212,"0",0,0,"MIBUS",4,"F","D","3","01101    0    0    0"
"10368",2.47,0.1505817933,"0",0,0,"HDTOP",3,"M","C","2","01101    0    0    0"
"22023",0.51,0.1560574949,"0",0,0,"HBACK",4,"F","B","4","01101    0    0    0"
"55034",2.01,0.681724846,"0",0,0,"HDTOP",3,"M","F","4","01101    0    0    0"
"40407",1.14,0.0109514031,"0",0,0,"HBACK",2,"F","B","4","01101    0    0    0"
"50053",3.19,0.93908282,"0",0,0,"STNWG",1,"F","B","2","01101    0    0    0"
"59614",0.79,0.9445585216,"0",0,0,"SEDAN",3,"M","B","5","01101    0    0    0"
"1436",0.44,0.219028063,"0",0,0,"SEDAN",4,"M","B","5","01101    0    0    0"
"60943",2.3,0.5229295003,"0",0,0,"UTE",3,"M","F","2","01101    0    0    0"
"55954",2.16,0.977412731,"0",0,0,"STNWG",3,"F","D","3","01101    0    0    0"
"58054",2.18,0.6652977413,"0",0,0,"MIBUS",3,"M","B","4","01101    0    0    0"
"54050",2.14,0.5968514716,"0",0,0,"SEDAN",2,"M","C","4","01101    0    0    0"
"44410",1.12,0.038329911,"0",0,0,"SEDAN",2,"F","B","5","01101    0    0    0"
"2282",1.94,0.7118412046,"0",0,0,"HDTOP",4,"M","F","3","01101    0    0    0"
"32787",1.01,0.1697467488,"0",0,0,"SEDAN",3,"F","C","3","01101    0    0    0"
"67191",0.4,0.2354551677,"0",0,0,"SEDAN",4,"F","D","4","01101    0    0    0"
"5622",1.83,0.090349076,"0",0,0,"PANVN",3,"M","C","3","01101    0    0    0"
"51296",0.83,0.9883641342,"0",0,0,"STNWG",4,"M","C","2","01101    0    0    0"
"58716",1.05,0.3668720055,"0",0,0,"SEDAN",3,"F","D","6","01101    0    0    0"
"53948",0.71,0.6981519507,"0",0,0,"HBACK",3,"F","C","4","01101    0    0    0"
"67504",1.7,0.090349076,"0",0,0,"SEDAN",3,"F","A","2","01101    0    0    0"
"26289",1.65,0.128678987,"0",0,0,"SEDAN",2,"M","E","3","01101    0    0    0"
"21988",2.55,0.8049281314,"0",0,0,"UTE",2,"F","A","3","01101    0    0    0"
"51104",0.86,0.7008898015,"0",0,0,"SEDAN",4,"F","E","3","01101    0    0    0"
"43588",0.74,0.6351813826,"0",0,0,"SEDAN",4,"F","C","3","01101    0    0    0"
"6770",1.7,0.205338809,"0",0,0,"SEDAN",2,"F","A","6","01101    0    0    0"
"21057",0.41,0.0739219713,"0",0,0,"HBACK",4,"F","C","4","01101    0    0    0"
"54192",1.37,0.2929500342,"0",0,0,"HBACK",1,"M","A","5","01101    0    0    0"
"42089",0.77,0.6735112936,"0",0,0,"SEDAN",4,"F","A","1","01101    0    0    0"
"3758",2.44,0.887063655,"0",0,0,"SEDAN",1,"M","C","4","01101    0    0    0"
"58241",2.53,0.9527720739,"0",0,0,"UTE",2,"M","A","3","01101    0    0    0"
"64588",0.41,0.9226557153,"0",0,0,"SEDAN",4,"M","E","4","01101    0    0    0"
"49460",1.14,0.4106776181,"0",0,0,"SEDAN",3,"F","E","4","01101    0    0    0"
"25567",0.43,0.4845995893,"0",0,0,"HBACK",4,"M","B","1","01101    0    0    0"
"29012",6.05,0.7967145791,"0",0,0,"STNWG",1,"F","C","3","01101    0    0    0"
"65931",3.67,0.3531827515,"0",0,0,"TRUCK",3,"M","C","5","01101    0    0    0"
"27254",0.75,0.4900752909,"0",0,0,"HBACK",3,"M","C","5","01101    0    0    0"
"24393",1.399,0.386036961,"0",0,0,"HBACK",1,"M","D","4","01101    0    0    0"
"13941",1.23,0.5667351129,"0",0,0,"SEDAN",3,"F","C","6","01101    0    0    0"
"62696",1.56,0.3422313484,"0",0,0,"SEDAN",2,"F","D","1","01101    0    0    0"
"67332",0.9,0.8569472964,"0",0,0,"HBACK",3,"F","B","1","01101    0    0    0"
"66490",0.61,0.9171800137,"0",0,0,"SEDAN",4,"M","B","5","01101    0    0    0"
"9540",0.79,0.2874743326,"0",0,0,"STNWG",4,"F","B","3","01101    0    0    0"
"38220",1.58,0.2436687201,"0",0,0,"SEDAN",2,"F","E","5","01101    0    0    0"
"11371",1.31,0.8459958932,"0",0,0,"HBACK",1,"M","A","3","01101    0    0    0"
"8622",1.43,0.2217659138,"0",0,0,"HBACK",2,"F","D","2","01101    0    0    0"
"27242",0.94,0.4955509925,"0",0,0,"HBACK",3,"F","C","3","01101    0    0    0"
"15096",1.18,0.848733744,"0",0,0,"SEDAN",3,"F","B","3","01101    0    0    0"
"8091",4.48,0.2683093771,"0",0,0,"STNWG",1,"M","C","1","01101    0    0    0"
"17091",2.47,0.34770705,"0",0,0,"STNWG",3,"F","A","5","01101    0    0    0"
"27630",2.05,0.3887748118,"0",0,0,"HBACK",2,"M","B","5","01101    0    0    0"
"33338",4.4,0.772073922,"0",0,0,"STNWG",2,"F","D","3","01101    0    0    0"
"66211",3.07,0.9418206708,"0",0,0,"TRUCK",2,"M","D","5","01101    0    0    0"
"18326",0.51,0.2655715263,"0",0,0,"HBACK",4,"M","C","5","01101    0    0    0"
"15592",0.55,0.2546201232,"0",0,0,"SEDAN",4,"F","D","2","01101    0    0    0"
"31624",0.39,0.1067761807,"0",0,0,"SEDAN",4,"F","C","5","01101    0    0    0"
"52600",2.18,0.9500342231,"0",0,0,"SEDAN",2,"M","B","2","01101    0    0    0"
"46578",3.13,0.2354551677,"0",0,0,"STNWG",2,"M","B","4","01101    0    0    0"
"66446",3.1,0.0684462697,"0",0,0,"STNWG",3,"F","C","3","01101    0    0    0"
"51934",0.44,0.0082135524,"0",0,0,"HBACK",4,"F","C","2","01101    0    0    0"
"59452",0.37,0.9472963723,"0",0,0,"SEDAN",4,"F","B","4","01101    0    0    0"
"5647",0.39,0.8898015058,"0",0,0,"PANVN",4,"M","A","5","01101    0    0    0"
"34655",1.45,0.2299794661,"0",0,0,"STNWG",4,"F","C","3","01101    0    0    0"
"63595",3.82,0.0027378508,"0",0,0,"RDSTR",1,"M","A","2","01101    0    0    0"
"30801",1.71,0.0082135524,"0",0,0,"TRUCK",1,"M","C","3","01101    0    0    0"
"28901",0.46,0.7912388775,"0",0,0,"TRUCK",4,"M","B","1","01101    0    0    0"
